Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
183,NovaWorks,Influencer,Men 35-44,60 days,Google Ads,0.0571,"$6,747.97",4.45,Miami,German,748,5260,9,Outdoor Adventurers,18/01/2022
184,Vertex Media,Social Media,Men 18-24,15 days,Google Ads,0.0693,"$7,675.46",4.09,Miami,English,206,5276,1,Foodies,18/01/2022
185,Crestline Brands,Display,Women 18-24,15 days,Google Ads,0.0695,"$11,911.43",5.38,Chicago,Mandarin,580,5967,8,Fashionistas,18/01/2022
186,Vertex Media,Search,All Ages,15 days,Instagram,0.0621,"$9,965.19",5.22,Chicago,German,251,5661,3,Health & Fitness,18/01/2022
187,Bright Retail,Display,Men 18-24,15 days,YouTube,0.0713,"$4,316.46",3.74,Houston,German,616,5864,5,Fashionistas,18/01/2022
188,Vertex Media,Influencer,Women 35-44,45 days,Instagram,0.0455,"$2,986.98",4.18,New York,French,488,5867,10,Outdoor Adventurers,18/01/2022
189,Peak Fitness Co,Display,All Ages,30 days,Google Ads,0.0698,"$17,595.09",5.66,Houston,German,358,5318,5,Outdoor Adventurers,18/01/2022
190,Vertex Media,Email,Men 35-44,45 days,YouTube,0.0802,"$5,124.10",4.68,Houston,Spanish,454,6256,2,Foodies,18/01/2022
191,Bright Retail,Display,Women 35-44,60 days,Google Ads,0.0588,"$9,290.18",4.77,Los Angeles,German,315,6305,5,Health & Fitness,18/01/2022
192,Crestline Brands,Email,Women 18-24,60 days,Instagram,0.0512,"$16,616.51",5.01,Miami,French,629,5347,6,Health & Fitness,18/01/2022
193,Bright Retail,Social Media,Women 25-34,60 days,YouTube,0.0527,"$13,920.60",6.06,Miami,French,383,4895,1,Foodies,18/01/2022
194,Crestline Brands,Search,Women 25-34,45 days,Email,0.0728,"$14,731.55",4.93,Houston,Spanish,390,4973,3,Outdoor Adventurers,18/01/2022
195,Bright Retail,Search,All Ages,15 days,YouTube,0.0773,"$16,615.18",4.72,Miami,French,252,4980,6,Fashionistas,18/01/2022
196,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.0855,"$19,399.05",5.53,Miami,French,266,5608,8,Health & Fitness,18/01/2022
197,Crestline Brands,Influencer,Men 25-34,30 days,Email,0.0818,"$7,567.76",4.84,Los Angeles,English,881,6411,1,Fashionistas,18/01/2022
198,Alpha Innovations,Search,All Ages,30 days,Google Ads,0.0689,"$14,206.84",4.81,Miami,Mandarin,397,6023,3,Tech Enthusiasts,19/01/2022
199,Bright Retail,Email,Men 35-44,15 days,Instagram,0.0827,"$16,913.95",6.06,Houston,English,552,6023,10,Outdoor Adventurers,19/01/2022
200,Alpha Innovations,Email,Men 35-44,30 days,YouTube,0.066,"$10,299.30",5.54,New York,Spanish,415,4916,4,Health & Fitness,19/01/2022
201,TechCorp,Influencer,All Ages,15 days,Instagram,0.0495,"$16,461.19",4.87,Chicago,Spanish,481,4614,5,Fashionistas,19/01/2022
202,NovaWorks,Influencer,Women 35-44,15 days,Website,0.0821,"$2,519.03",5.82,New York,Mandarin,201,4647,3,Tech Enthusiasts,19/01/2022
203,Vertex Media,Display,All Ages,30 days,Instagram,0.0856,"$17,018.74",4.59,Chicago,German,369,4511,6,Tech Enthusiasts,19/01/2022
204,Peak Fitness Co,Influencer,All Ages,45 days,Email,0.0834,"$7,951.98",3.66,New York,German,821,4700,10,Outdoor Adventurers,19/01/2022
205,Alpha Innovations,Search,Women 35-44,30 days,Google Ads,0.0608,"$15,987.56",6.04,Houston,German,415,6325,3,Health & Fitness,19/01/2022
206,Alpha Innovations,Search,Women 35-44,15 days,Email,0.0765,$649.98,4.29,Los Angeles,English,792,4592,1,Health & Fitness,19/01/2022
207,Peak Fitness Co,Search,Men 18-24,45 days,Instagram,0.0629,"$19,295.52",4.11,Chicago,French,407,6236,1,Foodies,19/01/2022
208,Alpha Innovations,Search,Women 25-34,30 days,Email,0.08,"$7,385.00",4.45,Miami,English,389,5247,7,Health & Fitness,19/01/2022
209,Crestline Brands,Social Media,Women 25-34,30 days,Email,0.0824,"$10,165.92",4.66,Chicago,Spanish,516,5930,9,Tech Enthusiasts,19/01/2022
210,Crestline Brands,Display,All Ages,15 days,YouTube,0.0721,"$3,107.05",4.53,Miami,French,361,4996,5,Fashionistas,20/01/2022
211,Bright Retail,Influencer,Women 35-44,60 days,YouTube,0.0508,"$19,305.22",5.28,Chicago,German,612,6302,5,Outdoor Adventurers,20/01/2022
212,Alpha Innovations,Search,All Ages,45 days,Google Ads,0.09,"$3,219.17",5.92,Miami,French,283,5060,6,Outdoor Adventurers,20/01/2022
213,TechCorp,Social Media,Women 35-44,15 days,Email,0.1001,"$13,972.21",4.94,Miami,Mandarin,884,5725,2,Tech Enthusiasts,20/01/2022
214,TechCorp,Influencer,Men 18-24,30 days,Website,0.057,"$9,462.07",4.78,New York,Spanish,255,6202,8,Foodies,20/01/2022
215,TechCorp,Social Media,Men 18-24,45 days,Google Ads,0.0552,"$14,064.30",4.5,Houston,Spanish,551,6308,3,Tech Enthusiasts,20/01/2022
216,Peak Fitness Co,Email,Women 18-24,30 days,Instagram,0.0649,"$15,670.23",4.55,Chicago,French,773,5229,1,Fashionistas,20/01/2022
217,Bright Retail,Display,Women 25-34,30 days,Google Ads,0.0694,"$18,499.09",5.86,Los Angeles,English,437,5829,8,Health & Fitness,20/01/2022
218,Peak Fitness Co,Search,Men 18-24,45 days,Instagram,0.0371,"$11,764.88",4.25,New York,German,540,4729,3,Fashionistas,20/01/2022
219,Vertex Media,Email,Women 18-24,60 days,Website,0.0278,"$9,981.30",5.56,Miami,English,753,4628,10,Outdoor Adventurers,21/01/2022
220,NovaWorks,Social Media,Men 25-34,15 days,Email,0.0794,"$19,101.49",4.31,Miami,French,214,4584,5,Health & Fitness,21/01/2022
221,Vertex Media,Display,All Ages,15 days,Email,0.0525,"$17,594.22",3.95,New York,Spanish,680,4958,4,Health & Fitness,21/01/2022
222,Vertex Media,Search,Women 18-24,45 days,Website,0.0877,"$12,503.62",4.6,Houston,French,479,5136,2,Foodies,21/01/2022
223,Bright Retail,Display,Men 35-44,15 days,YouTube,0.0865,"$4,123.15",4.06,Miami,Spanish,314,6177,3,Outdoor Adventurers,21/01/2022
224,NovaWorks,Search,Women 25-34,15 days,Google Ads,0.0959,"$2,352.06",5.06,New York,German,791,5569,7,Outdoor Adventurers,21/01/2022
225,Alpha Innovations,Search,Men 25-34,15 days,Website,0.0587,"$7,378.37",4.92,Houston,English,228,5642,3,Foodies,21/01/2022
226,TechCorp,Search,Women 35-44,45 days,YouTube,0.055,"$13,558.94",5.22,Chicago,German,860,5184,2,Foodies,21/01/2022
227,Crestline Brands,Social Media,All Ages,30 days,Website,0.0691,"$17,158.01",4.3,New York,German,291,4778,6,Outdoor Adventurers,21/01/2022
228,NovaWorks,Search,Women 18-24,30 days,Instagram,0.101,"$10,695.31",5.67,New York,Spanish,637,5926,8,Tech Enthusiasts,21/01/2022
229,TechCorp,Display,Women 18-24,15 days,Google Ads,0.059,"$5,890.12",5.59,Los Angeles,Spanish,544,6136,6,Foodies,21/01/2022
230,Vertex Media,Display,Women 18-24,30 days,Instagram,0.0924,"$15,769.70",5.27,Miami,English,324,4753,5,Tech Enthusiasts,21/01/2022
231,Crestline Brands,Display,All Ages,30 days,Instagram,0.0741,"$12,206.99",5.24,Los Angeles,German,524,6221,4,Health & Fitness,21/01/2022
232,Peak Fitness Co,Search,All Ages,30 days,Google Ads,0.054,"$1,527.47",4.36,Miami,English,622,5815,10,Health & Fitness,21/01/2022
233,NovaWorks,Display,All Ages,60 days,YouTube,0.0999,"$9,573.81",4.82,Chicago,Mandarin,857,5444,5,Health & Fitness,21/01/2022
234,NovaWorks,Email,Women 35-44,15 days,Email,0.0571,"$9,344.63",5.82,Los Angeles,Mandarin,672,6330,1,Outdoor Adventurers,22/01/2022
235,Peak Fitness Co,Influencer,Women 35-44,60 days,Email,0.0331,"$19,293.58",3.25,Los Angeles,German,570,5427,2,Health & Fitness,22/01/2022
236,NovaWorks,Email,Men 18-24,60 days,Google Ads,0.0963,"$1,328.60",3.82,Miami,French,441,6353,7,Foodies,22/01/2022
237,TechCorp,Search,All Ages,30 days,Google Ads,0.0643,"$14,093.86",3.97,New York,Spanish,572,6013,10,Outdoor Adventurers,22/01/2022
238,Vertex Media,Search,Women 25-34,60 days,Email,0.0552,"$7,887.31",5.24,Los Angeles,Mandarin,590,6461,9,Tech Enthusiasts,22/01/2022
239,Bright Retail,Email,Women 18-24,45 days,Email,0.0416,"$18,068.07",4.5,Miami,Spanish,725,4807,10,Fashionistas,22/01/2022
240,Alpha Innovations,Social Media,Women 18-24,30 days,Email,0.0584,"$3,838.98",5.17,Houston,French,362,4649,2,Fashionistas,22/01/2022
241,TechCorp,Search,Women 18-24,30 days,Google Ads,0.0839,"$6,274.25",4.26,Miami,German,248,5698,5,Fashionistas,22/01/2022
242,Vertex Media,Email,Women 35-44,15 days,Email,0.0716,"$11,360.74",5.32,Houston,German,214,5607,8,Foodies,22/01/2022
243,Alpha Innovations,Social Media,All Ages,15 days,Website,0.0813,"$17,808.14",4.85,Houston,Mandarin,601,5574,6,Tech Enthusiasts,22/01/2022
244,Bright Retail,Email,All Ages,60 days,YouTube,0.0644,"$1,158.47",4.8,Los Angeles,French,259,6136,8,Tech Enthusiasts,22/01/2022
245,Bright Retail,Display,Women 18-24,30 days,Google Ads,0.0554,"$2,452.69",5.04,New York,English,829,4656,10,Outdoor Adventurers,23/01/2022
246,Peak Fitness Co,Influencer,Women 35-44,30 days,Email,0.0815,"$19,087.00",4.6,Los Angeles,Spanish,413,6229,4,Health & Fitness,23/01/2022
247,Vertex Media,Search,Men 25-34,15 days,YouTube,0.0621,"$7,435.68",5.6,Chicago,Spanish,790,4742,4,Tech Enthusiasts,23/01/2022
248,Vertex Media,Social Media,Men 18-24,15 days,Google Ads,0.0647,"$1,835.60",5.32,Miami,French,218,5526,9,Foodies,23/01/2022
249,NovaWorks,Search,Women 18-24,15 days,YouTube,0.0592,"$13,761.16",5.31,New York,German,858,4993,6,Tech Enthusiasts,23/01/2022
250,TechCorp,Social Media,Men 25-34,15 days,Email,0.0552,"$9,455.54",5.13,Los Angeles,Mandarin,456,6268,3,Tech Enthusiasts,23/01/2022
251,Bright Retail,Email,Men 35-44,60 days,Instagram,0.0497,"$3,134.58",5.23,Los Angeles,German,609,5475,6,Fashionistas,23/01/2022
252,TechCorp,Search,Women 18-24,60 days,Google Ads,0.0751,"$5,449.67",4.92,New York,Mandarin,462,6494,1,Tech Enthusiasts,24/01/2022
253,Peak Fitness Co,Display,Women 18-24,15 days,Instagram,0.0624,"$19,020.03",4.6,Chicago,English,210,4734,1,Foodies,24/01/2022
254,Crestline Brands,Influencer,Men 35-44,15 days,Email,0.0723,"$6,122.88",4.09,New York,German,444,5833,1,Foodies,24/01/2022
255,Bright Retail,Influencer,All Ages,15 days,YouTube,0.0626,"$1,158.56",4.89,Chicago,Spanish,417,5863,7,Fashionistas,24/01/2022
256,Alpha Innovations,Influencer,Women 18-24,15 days,Instagram,0.0922,"$6,411.16",3.99,Chicago,French,482,5937,8,Foodies,24/01/2022
257,Vertex Media,Search,Women 35-44,15 days,Website,0.0795,"$5,767.86",4.22,Los Angeles,German,798,6080,9,Outdoor Adventurers,24/01/2022
258,TechCorp,Social Media,Women 18-24,15 days,Instagram,0.066,"$3,963.96",5.31,Los Angeles,Spanish,608,5735,4,Outdoor Adventurers,24/01/2022
259,Crestline Brands,Display,Women 25-34,60 days,Google Ads,0.0497,"$15,104.11",6.34,Los Angeles,English,687,4561,10,Health & Fitness,24/01/2022
260,Bright Retail,Search,Women 35-44,30 days,Website,0.081,"$13,757.45",5.1,Miami,Spanish,649,5958,1,Tech Enthusiasts,24/01/2022
261,Bright Retail,Influencer,Men 25-34,60 days,Email,0.0527,"$9,777.97",4.46,Miami,German,396,6145,8,Outdoor Adventurers,24/01/2022
262,Vertex Media,Email,Women 35-44,60 days,Website,0.07,"$3,787.82",5.45,Chicago,English,313,5394,10,Tech Enthusiasts,24/01/2022
263,Vertex Media,Display,Men 35-44,45 days,Instagram,0.0725,"$8,538.16",4.31,New York,French,371,6080,8,Outdoor Adventurers,24/01/2022
264,NovaWorks,Display,Men 25-34,15 days,YouTube,0.0783,"$11,637.79",6.49,New York,Mandarin,318,5688,2,Health & Fitness,24/01/2022
265,TechCorp,Social Media,Women 25-34,45 days,Instagram,0.0418,"$2,580.30",4.82,Chicago,English,833,5025,9,Outdoor Adventurers,25/01/2022
266,TechCorp,Display,Men 25-34,30 days,Email,0.0642,"$16,979.48",4.87,Houston,Mandarin,275,5700,7,Tech Enthusiasts,25/01/2022
267,Alpha Innovations,Influencer,Men 18-24,45 days,YouTube,0.0683,"$18,383.49",5.21,Houston,English,843,5395,5,Fashionistas,25/01/2022
268,TechCorp,Display,Women 25-34,60 days,Website,0.0526,"$16,051.67",4.87,Miami,German,324,5322,6,Foodies,25/01/2022
269,Peak Fitness Co,Influencer,Men 18-24,45 days,Website,0.0638,"$7,523.35",4.56,Los Angeles,Spanish,442,4557,8,Health & Fitness,25/01/2022
270,TechCorp,Search,Women 25-34,30 days,Email,0.0919,"$2,807.07",5.7,Chicago,Mandarin,430,5838,7,Outdoor Adventurers,25/01/2022
271,Vertex Media,Email,Women 35-44,30 days,YouTube,0.0722,"$12,447.63",4.3,New York,Spanish,382,4872,5,Tech Enthusiasts,25/01/2022
272,TechCorp,Influencer,Women 25-34,60 days,YouTube,0.0945,"$8,871.08",4.5,New York,Spanish,847,5970,4,Foodies,25/01/2022
273,Bright Retail,Social Media,Men 25-34,60 days,Email,0.0614,"$18,701.68",5.06,Los Angeles,English,742,6387,3,Tech Enthusiasts,25/01/2022
274,Crestline Brands,Influencer,Men 25-34,45 days,Google Ads,0.0703,"$11,846.09",4.14,New York,French,374,5511,4,Fashionistas,25/01/2022
275,Peak Fitness Co,Email,Men 25-34,15 days,Instagram,0.0907,"$8,605.92",5.32,Miami,Spanish,521,5743,2,Tech Enthusiasts,25/01/2022
276,NovaWorks,Email,Men 35-44,45 days,Instagram,0.0646,"$4,987.03",4.5,Los Angeles,Mandarin,269,4880,6,Outdoor Adventurers,25/01/2022
277,TechCorp,Social Media,Women 35-44,60 days,Google Ads,0.0687,"$6,828.10",4.26,Chicago,English,780,5552,10,Fashionistas,25/01/2022
278,Vertex Media,Influencer,Women 18-24,60 days,Website,0.0848,"$8,143.35",4.97,Chicago,Mandarin,531,4722,1,Foodies,26/01/2022
279,NovaWorks,Email,Women 18-24,30 days,Website,0.0534,"$3,713.77",5.18,New York,German,812,5119,10,Outdoor Adventurers,26/01/2022
280,Alpha Innovations,Email,Women 35-44,30 days,YouTube,0.0744,"$11,660.62",5.32,Chicago,English,440,5922,10,Outdoor Adventurers,26/01/2022
281,Vertex Media,Search,All Ages,60 days,YouTube,0.07,"$13,644.56",5,Miami,English,672,4782,6,Outdoor Adventurers,26/01/2022
282,Crestline Brands,Influencer,All Ages,45 days,Email,0.0951,"$2,187.32",4.1,Houston,German,489,6382,6,Outdoor Adventurers,26/01/2022
283,Vertex Media,Social Media,All Ages,60 days,Email,0.0794,"$17,915.62",5.07,Chicago,German,277,6337,4,Outdoor Adventurers,26/01/2022
284,Peak Fitness Co,Email,Men 35-44,45 days,YouTube,0.0711,"$14,130.38",4.64,Houston,French,329,5015,1,Outdoor Adventurers,26/01/2022
285,Crestline Brands,Social Media,Women 18-24,30 days,Google Ads,0.0885,$576.03,5.31,Los Angeles,Spanish,681,6293,1,Outdoor Adventurers,26/01/2022
286,Bright Retail,Influencer,Women 35-44,45 days,Instagram,0.0717,"$17,064.67",5.19,Los Angeles,German,620,6475,6,Outdoor Adventurers,26/01/2022
287,Peak Fitness Co,Influencer,All Ages,30 days,Instagram,0.0499,"$13,807.79",5.95,Miami,English,312,5692,4,Health & Fitness,26/01/2022
288,Vertex Media,Search,Men 18-24,45 days,Google Ads,0.1012,"$5,428.35",6.21,Chicago,French,618,5622,9,Outdoor Adventurers,27/01/2022
289,Alpha Innovations,Social Media,Men 25-34,45 days,YouTube,0.0769,"$18,695.06",4.72,Miami,Mandarin,451,5726,2,Outdoor Adventurers,27/01/2022
290,Peak Fitness Co,Social Media,Women 35-44,30 days,YouTube,0.0626,"$19,059.14",5.89,Miami,French,232,5746,9,Outdoor Adventurers,27/01/2022
291,Vertex Media,Email,Women 18-24,30 days,Google Ads,0.072,"$19,314.89",5.7,New York,Spanish,808,5096,1,Foodies,27/01/2022
292,TechCorp,Search,Women 35-44,30 days,Google Ads,0.0889,"$12,554.40",4.8,New York,German,372,5766,5,Fashionistas,27/01/2022
293,Peak Fitness Co,Influencer,All Ages,30 days,YouTube,0.0728,"$3,679.81",5.16,Miami,Mandarin,734,6058,1,Tech Enthusiasts,27/01/2022
294,Vertex Media,Email,All Ages,30 days,Email,0.0877,"$19,610.24",4.73,Houston,English,351,5910,9,Fashionistas,27/01/2022
295,Peak Fitness Co,Email,All Ages,60 days,Instagram,0.0813,"$8,747.03",6.05,Chicago,English,544,6491,2,Tech Enthusiasts,27/01/2022
296,Vertex Media,Social Media,Women 25-34,60 days,Instagram,0.0342,"$19,311.54",4.45,Miami,English,354,4571,4,Tech Enthusiasts,27/01/2022
297,Bright Retail,Social Media,Men 35-44,45 days,Email,0.0746,$961.11,3.53,Miami,English,515,5644,7,Outdoor Adventurers,28/01/2022
298,NovaWorks,Social Media,Men 18-24,30 days,Email,0.0846,"$16,084.64",5.73,New York,English,477,5396,8,Foodies,28/01/2022
299,Bright Retail,Display,Women 35-44,15 days,Email,0.1078,"$1,228.25",4.62,Chicago,English,803,5189,10,Tech Enthusiasts,28/01/2022
300,TechCorp,Search,Women 35-44,30 days,Website,0.0796,"$14,741.19",4.25,Chicago,Mandarin,814,5426,1,Outdoor Adventurers,28/01/2022
301,Alpha Innovations,Social Media,All Ages,60 days,Email,0.077,"$4,231.78",5.34,New York,English,878,4683,1,Tech Enthusiasts,28/01/2022
302,TechCorp,Influencer,All Ages,30 days,Google Ads,0.0756,"$12,353.93",4.49,Chicago,English,462,4978,8,Tech Enthusiasts,28/01/2022
303,Bright Retail,Social Media,All Ages,15 days,Instagram,0.0982,"$19,062.92",4.47,Chicago,German,894,4778,3,Health & Fitness,28/01/2022
304,Peak Fitness Co,Influencer,Women 35-44,30 days,Google Ads,0.0634,"$15,124.67",5.03,Los Angeles,German,277,4629,1,Health & Fitness,28/01/2022
305,TechCorp,Search,Women 18-24,60 days,Instagram,0.062,"$3,983.71",5.46,Houston,Spanish,343,5288,8,Health & Fitness,28/01/2022
306,Alpha Innovations,Email,Men 18-24,45 days,Instagram,0.0814,"$2,947.65",4.21,Chicago,French,599,4509,2,Outdoor Adventurers,28/01/2022
307,TechCorp,Social Media,Women 35-44,60 days,Google Ads,0.0806,"$11,831.34",4.68,Houston,Spanish,206,4909,3,Fashionistas,28/01/2022
308,NovaWorks,Email,All Ages,60 days,Instagram,0.0458,"$9,479.32",4.32,Los Angeles,English,886,6128,9,Tech Enthusiasts,28/01/2022
309,Bright Retail,Influencer,Men 18-24,30 days,Email,0.0334,"$6,232.54",5.02,Los Angeles,Mandarin,454,6491,3,Health & Fitness,28/01/2022
310,Peak Fitness Co,Email,Women 35-44,45 days,Website,0.072,"$5,313.97",5,Los Angeles,English,354,4945,6,Fashionistas,28/01/2022
311,Bright Retail,Social Media,Men 35-44,60 days,Instagram,0.0771,"$7,653.15",4.34,Chicago,French,894,5420,8,Tech Enthusiasts,28/01/2022
312,NovaWorks,Display,Men 25-34,60 days,Google Ads,0.0394,"$16,331.61",5.25,Miami,Mandarin,348,5197,7,Tech Enthusiasts,28/01/2022
313,TechCorp,Email,Women 18-24,60 days,Email,0.0545,"$2,397.98",5.13,Los Angeles,French,877,5100,10,Fashionistas,29/01/2022
314,Alpha Innovations,Search,Women 25-34,60 days,Google Ads,0.0707,"$8,598.01",4.24,Houston,German,564,5191,2,Foodies,29/01/2022
315,Bright Retail,Social Media,Men 25-34,60 days,Email,0.061,"$3,248.80",4.51,Chicago,Spanish,626,4944,7,Tech Enthusiasts,29/01/2022
316,Alpha Innovations,Email,Women 25-34,45 days,Instagram,0.0655,"$19,324.45",4.59,New York,German,827,6375,5,Tech Enthusiasts,29/01/2022
317,NovaWorks,Email,All Ages,15 days,Email,0.0664,"$2,280.38",4.78,New York,French,210,5783,7,Health & Fitness,29/01/2022
318,NovaWorks,Influencer,Men 25-34,45 days,Instagram,0.0258,"$9,468.43",5.51,Houston,Spanish,670,6068,1,Health & Fitness,29/01/2022
319,Peak Fitness Co,Display,Men 18-24,30 days,Website,0.0751,"$2,381.50",3.75,Los Angeles,German,333,4507,9,Health & Fitness,29/01/2022
320,Peak Fitness Co,Email,Women 18-24,15 days,Instagram,0.0893,"$6,332.83",4.53,New York,French,862,5838,5,Tech Enthusiasts,29/01/2022
321,NovaWorks,Display,Women 35-44,30 days,Email,0.0603,"$12,195.32",5.89,New York,German,432,5129,9,Health & Fitness,29/01/2022
322,Bright Retail,Display,All Ages,15 days,Website,0.0797,"$7,146.28",4.39,Los Angeles,Mandarin,886,6036,2,Outdoor Adventurers,29/01/2022
323,Peak Fitness Co,Email,Men 18-24,15 days,YouTube,0.0772,"$2,360.91",5.1,Miami,English,431,5158,7,Outdoor Adventurers,30/01/2022
324,Bright Retail,Search,Men 18-24,30 days,Website,0.0685,"$16,360.28",4.48,Miami,Mandarin,693,6195,9,Foodies,30/01/2022
325,Crestline Brands,Search,Women 25-34,45 days,Instagram,0.0234,"$13,972.53",4.62,Chicago,French,886,5498,9,Health & Fitness,30/01/2022
326,Alpha Innovations,Social Media,Men 18-24,30 days,Google Ads,0.0696,"$7,658.32",5.75,Houston,Spanish,885,4589,7,Fashionistas,30/01/2022
327,TechCorp,Search,All Ages,30 days,Website,0.062,"$1,252.85",6.17,New York,German,725,5286,10,Tech Enthusiasts,30/01/2022
328,Bright Retail,Social Media,Men 25-34,60 days,Website,0.0682,"$11,817.19",5.1,Los Angeles,French,649,6240,3,Health & Fitness,30/01/2022
329,Peak Fitness Co,Search,Women 25-34,60 days,Instagram,0.0624,"$1,440.47",5.4,Chicago,Mandarin,232,6293,7,Fashionistas,30/01/2022
330,Vertex Media,Display,Men 18-24,45 days,Website,0.0947,"$7,642.34",5.45,Los Angeles,German,497,6155,,Health & Fitness,30/01/2022
331,Bright Retail,Email,Women 18-24,15 days,Instagram,0.0491,"$1,917.18",5.22,Miami,Spanish,446,5225,6,Health & Fitness,30/01/2022
332,NovaWorks,Display,All Ages,15 days,Email,0.058,"$12,023.59",5.78,New York,French,256,4941,10,Health & Fitness,31/01/2022
333,TechCorp,Email,Women 25-34,60 days,YouTube,0.0621,"$3,140.48",5.92,Miami,Mandarin,254,4836,5,Foodies,31/01/2022
334,Vertex Media,Social Media,Women 25-34,45 days,Instagram,0.0706,"$4,801.89",4.7,Miami,English,784,4719,1,Outdoor Adventurers,31/01/2022
335,Peak Fitness Co,Search,Men 25-34,45 days,YouTube,0.0646,"$5,794.31",4.56,Los Angeles,Spanish,484,4950,3,Foodies,31/01/2022
336,NovaWorks,Influencer,Women 18-24,45 days,Google Ads,0.0546,"$8,533.63",4.34,Miami,German,375,5553,3,Foodies,31/01/2022
337,Bright Retail,Social Media,Men 25-34,45 days,YouTube,0.0991,"$17,832.63",4.44,Chicago,Spanish,759,5985,7,Tech Enthusiasts,01/02/2022
338,Alpha Innovations,Display,Men 25-34,60 days,Email,0.0797,"$12,766.63",3.55,Houston,Spanish,738,5281,5,Health & Fitness,01/02/2022
339,TechCorp,Social Media,All Ages,45 days,Instagram,0.0676,"$9,097.10",4.8,Miami,French,234,5129,9,Outdoor Adventurers,01/02/2022
